taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	nomenclaturalCode
1000276	7ddf754f-d193-4cc9-b351-99906754a03b	1000274			Natronolimnobius innermongolicus	"Itoh et al., 2005"	Natronolimnobius innermongolicus	Natronolimnobius	innermongolicus		species		Int. J. Syst. Evol. Microbiol. 55::1744	accepted			BC
1000095	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium beijingense	"Ma et al., 2005"	Methanobacterium beijingense	Methanobacterium	beijingense		species		Int. J. Syst. Evol. Microbiol. 55::329	accepted			BC
7649363	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium petrolearium	"Mori & Harayama, 2011"	Methanobacterium petrolearium	Methanobacterium	petrolearium		species		Int. J. Syst. Evol. Microbiol. 61::142	accepted			BC
1000102	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium oryzae	"Joulian et al., 2000"	Methanobacterium oryzae	Methanobacterium	oryzae		species		Int. J. Syst. Evol. Microbiol. 50::527	accepted			BC
7539363	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium movens	"Zhu et al., 2011"	Methanobacterium movens	Methanobacterium	movens		species		Int. J. Syst. Evol. Microbiol. 61::2978	accepted			BC
1000061	7ddf754f-d193-4cc9-b351-99906754a03b	1000057	1000060		Sulfolobus hakonensis	"Takayanagi et al., 1996"	Sulfolobus hakonensis	Sulfolobus	hakonensis		species		Int. J. Syst. Bacteriol. 46::381	synonym			BC
1000003	7ddf754f-d193-4cc9-b351-99906754a03b	1000002			Caldisphaera lagunensis	"Itoh et al., 2003"	Caldisphaera lagunensis	Caldisphaera	lagunensis		species		Int. J. Syst. Evol. Microbiol. 53::1153	accepted			BC
4983782	7ddf754f-d193-4cc9-b351-99906754a03b	1000255	1000258		Halococcus turkmenicus	"Zvyagintseva & Tarasov, 1989"	Halococcus turkmenicus	Halococcus	turkmenicus		species		Int. J. Syst. Bacteriol. 39::495	synonym			BC
7361483	52a423d2-0486-4e77-bcee-6350d708d6ff	7832118			Halomicroarcula limicola	"Zhang & Cui, 2014"	Halomicroarcula limicola	Halomicroarcula	limicola		species		Int. J. Syst. Evol. Microbiol. 64::1751	accepted			BC
1000096	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium formicicum	"Schnellen, 1947"	Methanobacterium formicicum	Methanobacterium	formicicum		species		Int. J. Syst. Bacteriol. 30::317	accepted			BC
8161508	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium flexile	"Zhu et al., 2011"	Methanobacterium flexile	Methanobacterium	flexile		species		Int. J. Syst. Evol. Microbiol. 61::2978	accepted			BC
1000106	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium alcaliphilum	"Worakit et al., 1986"	Methanobacterium alcaliphilum	Methanobacterium	alcaliphilum		species		Int. J. Syst. Bacteriol. 36::380	accepted			BC
1000059	7ddf754f-d193-4cc9-b351-99906754a03b	1000057			Metallosphaera sedula	"Huber et al., 1989"	Metallosphaera sedula	Metallosphaera	sedula		species		Int. J. Syst. Bacteriol. 39::496	accepted			BC
8151084	52a423d2-0486-4e77-bcee-6350d708d6ff	7832118			Halomicroarcula pellucida	"Echigo et al., 2013"	Halomicroarcula pellucida	Halomicroarcula	pellucida		species		Int. J. Syst. Evol. Microbiol. 63::3561	accepted			BC
7388305	52a423d2-0486-4e77-bcee-6350d708d6ff	1000091			Methanobacterium paludis	"Cadillo-Quiroz et al., 2014"	Methanobacterium paludis	Methanobacterium	paludis		species		Int. J. Syst. Evol. Microbiol. 64::1478	accepted			BC
7970871	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium kanagiense	"Kitamura et al., 2011"	Methanobacterium kanagiense	Methanobacterium	kanagiense		species		Int. J. Syst. Evol. Microbiol. 61::1251	accepted			BC
1000092	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium subterraneum	"Kotelnikova et al., 1998"	Methanobacterium subterraneum	Methanobacterium	subterraneum		species		Int. J. Syst. Bacteriol. 48::365	accepted			BC
1000094	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium uliginosum	"König, 1985"	Methanobacterium uliginosum	Methanobacterium	uliginosum		species		Int. J. Syst. Bacteriol. 35::375	accepted			BC
1000101	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium bryantii	"Balch & Wolfe, 1981"	Methanobacterium bryantii	Methanobacterium	bryantii		species		Int. J. Syst. Bacteriol. 31::216	accepted			BC
1000103	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium palustre	"Zellner et al., 1990"	Methanobacterium palustre	Methanobacterium	palustre		species		Int. J. Syst. Bacteriol. 40::470	accepted			BC
8075344	52a423d2-0486-4e77-bcee-6350d708d6ff	1000057			Metallosphaera tengchongensis	"Peng et al., 2015"	Metallosphaera tengchongensis	Metallosphaera	tengchongensis		species		Int. J. Syst. Evol. Microbiol. 65::541	accepted			BC
7652230	52a423d2-0486-4e77-bcee-6350d708d6ff	8334379			Natronoarchaeum rubrum	"Qiu et al., 2014"	Natronoarchaeum rubrum	Natronoarchaeum	rubrum		species		Int. J. Syst. Evol. Microbiol. 64::955	accepted			BC
8179603	52a423d2-0486-4e77-bcee-6350d708d6ff	7832118			Halomicroarcula salina	"Zhang & Cui, 2015"	Halomicroarcula salina	Halomicroarcula	salina		species		Int. J. Syst. Evol. Microbiol. 65::1632	accepted			BC
7842196	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium ferruginis	"Mori & Harayama, 2011"	Methanobacterium ferruginis	Methanobacterium	ferruginis		species		Int. J. Syst. Evol. Microbiol. 61::142	accepted			BC
1000098	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium aarhusense	"Shlimon et al., 2004"	Methanobacterium aarhusense	Methanobacterium	aarhusense		species		Int. J. Syst. Evol. Microbiol. 54::763	accepted			BC
7483517	7ddf754f-d193-4cc9-b351-99906754a03b	1000057			Metallosphaera cuprina	"Liu et al., 2011"	Metallosphaera cuprina	Metallosphaera	cuprina		species		Int. J. Syst. Evol. Microbiol. 61::2399	accepted			BC
1000058	7ddf754f-d193-4cc9-b351-99906754a03b	1000057			Metallosphaera prunae	"Fuchs et al., 1996"	Metallosphaera prunae	Metallosphaera	prunae		species		Int. J. Syst. Bacteriol. 46::625	accepted			BC
7505236	7ddf754f-d193-4cc9-b351-99906754a03b	8334379			Natronoarchaeum mannanilyticum	"Shimane et al., 2010"	Natronoarchaeum mannanilyticum	Natronoarchaeum	mannanilyticum		species		Int. J. Syst. Evol. Microbiol. 60::2532	accepted			BC
6453388	2d59e5db-57ad-41ff-97d6-11f5fb264527	6453387			Nitrosopumilus maritimus	"Könneke, Bernhard, de la Torre, Walker, Waterbury & Stahl, 2005"	Nitrosopumilus maritimus	Nitrosopumilus	maritimus		species		"Könneke, M.; Bernhard, A. E.; de la Torre, J. R.; Walker, C. B.; Waterbury, J. B.; Stahl, D. A. (2005). Isolation of an autotrophic ammonia‐oxidizing marine archaeon. <em>Nature.</em> 437: 543–546."	accepted			BC
1000105	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium congolense	"Cuzin et al., 2001"	Methanobacterium congolense	Methanobacterium	congolense		species		Int. J. Syst. Evol. Microbiol. 51::492	accepted			BC
1000093	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium ivanovii	"Jain et al., 1988"	Methanobacterium ivanovii	Methanobacterium	ivanovii		species		Int. J. Syst. Bacteriol. 38::136	accepted			BC
7460178	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium veterum	"Krivushin et al., 2010"	Methanobacterium veterum	Methanobacterium	veterum		species		Int. J. Syst. Evol. Microbiol. 60::458	accepted			BC
1000244	7ddf754f-d193-4cc9-b351-99906754a03b	1000240			Halobiforma lacisalsi	"Xu et al., 2005"	Halobiforma lacisalsi	Halobiforma	lacisalsi		species		Int. J. Syst. Evol. Microbiol. 55::1951	accepted			BC
1000241	7ddf754f-d193-4cc9-b351-99906754a03b	1000240			Halobiforma haloterrestris	"Hezayen et al., 2002"	Halobiforma haloterrestris	Halobiforma	haloterrestris		species		Int. J. Syst. Evol. Microbiol. 52::2278	accepted			BC
7846755	52a423d2-0486-4e77-bcee-6350d708d6ff	8334379			Natronoarchaeum philippinense	"Shimane et al., 2013"	Natronoarchaeum philippinense	Natronoarchaeum	philippinense		species		Int. J. Syst. Evol. Microbiol. 63::923	accepted			BC
1000305	7ddf754f-d193-4cc9-b351-99906754a03b	3808			Palaeococcus	"Takai, Sugai, Itoh & Horikoshi, 2000"	Palaeococcus	Palaeococcus			genus		"Takai, K., Sugai, A., Itoh, T., and Horikoshi, K. ""Palaeococcus ferrophilus gen. nov., sp. nov., a barophilic, hyperthermophilic archaeon from a deep-sea hydrothermal vent chimney."" Int. J. Syst. Evol. Microbiol. (2000) 50:489-500."	accepted			BC
1000088	7ddf754f-d193-4cc9-b351-99906754a03b	3810			Thermoplasma	"Darland et al., 1970"	Thermoplasma	Thermoplasma			genus		Int. J. Syst. Bacteriol. 30::412	accepted			BC
1000279	7ddf754f-d193-4cc9-b351-99906754a03b	3808			Thermococcus	"Zillig, 1983"	Thermococcus	Thermococcus			genus		Int. J. Syst. Bacteriol. 33::673	accepted			BC
1000107	7ddf754f-d193-4cc9-b351-99906754a03b	3801			Methanobrevibacter	"Balch & Wolfe, 1981"	Methanobrevibacter	Methanobrevibacter			genus		Int. J. Syst. Bacteriol. 31::216	accepted			BC
1000134	7ddf754f-d193-4cc9-b351-99906754a03b	3801			Methanosphaera	"Miller & Wolin, 1985"	Methanosphaera	Methanosphaera			genus		Int. J. Syst. Bacteriol. 35::535	accepted			BC
1000319	7ddf754f-d193-4cc9-b351-99906754a03b	3799			Geoglobus	"Kashefi et al., 2002"	Geoglobus	Geoglobus			genus		Int. J. Syst. Evol. Microbiol. 52::727	accepted			BC
1000313	7ddf754f-d193-4cc9-b351-99906754a03b	3799			Archaeoglobus	"Stetter, 1988"	Archaeoglobus	Archaeoglobus			genus		Int. J. Syst. Bacteriol. 38::328	accepted			BC
1000202	7ddf754f-d193-4cc9-b351-99906754a03b	1000195	1000201		Halobacterium volcanii	"Mullakhanbhai & Larsen, 1975"	Halobacterium volcanii	Halobacterium	volcanii		species		Int. J. Syst. Bacteriol. 30::307	synonym			BC
1000147	7ddf754f-d193-4cc9-b351-99906754a03b	1000145	1000146		Methanococcus thermolithotrophicus	"Huber et al., 1984"	Methanococcus thermolithotrophicus	Methanococcus	thermolithotrophicus		species		Int. J. Syst. Bacteriol. 34::270	synonym			BC
1000242	7ddf754f-d193-4cc9-b351-99906754a03b	1000240		1000243	Halobiforma nitratireducens	"Hezayen et al., 2002 (Xin et al., 2001)"	Halobiforma nitratireducens	Halobiforma	nitratireducens		species		Int. J. Syst. Evol. Microbiol. 52::2278	accepted			BC
1000060	7ddf754f-d193-4cc9-b351-99906754a03b	1000057		1000061	Metallosphaera hakonensis	"Kurosawa et al., 2003 (Takayanagi et al., 1996)"	Metallosphaera hakonensis	Metallosphaera	hakonensis		species		Int. J. Syst. Evol. Microbiol. 53::1608	accepted			BC
564	7ddf754f-d193-4cc9-b351-99906754a03b	292			Sulfolobales		Sulfolobales	Sulfolobales			order			accepted			BC
1189	7ddf754f-d193-4cc9-b351-99906754a03b	292			Desulfurococcales		Desulfurococcales	Desulfurococcales			order			accepted			BC
8016360	7ddf754f-d193-4cc9-b351-99906754a03b	292			Acidilobales		Acidilobales	Acidilobales			order			accepted			BC
7678289	7ddf754f-d193-4cc9-b351-99906754a03b	292			Fervidicoccales		Fervidicoccales	Fervidicoccales			order			accepted			BC
1191	7ddf754f-d193-4cc9-b351-99906754a03b	292			Thermoproteales		Thermoproteales	Thermoproteales			order			accepted			BC
8303780	7ddf754f-d193-4cc9-b351-99906754a03b	162			Methanocellales		Methanocellales	Methanocellales			order			accepted			BC
566	7ddf754f-d193-4cc9-b351-99906754a03b	162			Methanomicrobiales		Methanomicrobiales	Methanomicrobiales			order			accepted			BC
1194	7ddf754f-d193-4cc9-b351-99906754a03b	162			Methanosarcinales		Methanosarcinales	Methanosarcinales			order			accepted			BC
4896414	2d59e5db-57ad-41ff-97d6-11f5fb264527	292			Cenarchaeaceae		Cenarchaeaceae	Cenarchaeaceae			family			accepted			BC
4896458	7ddf754f-d193-4cc9-b351-99906754a03b	8303780			Methanocellaceae		Methanocellaceae	Methanocellaceae			family			accepted			BC
1000130	7ddf754f-d193-4cc9-b351-99906754a03b	1000122	1000129		Methanobacterium wolfei	"Winter et al., 1985"	Methanobacterium wolfei	Methanobacterium	wolfei		species		Int. J. Syst. Bacteriol. 35::223	synonym			BC
8059437	52a423d2-0486-4e77-bcee-6350d708d6ff	162			Methanomassiliicoccus	"Dridi et al., 2012"	Methanomassiliicoccus	Methanomassiliicoccus			genus		Int. J. Syst. Evol. Microbiol. 62::2550	accepted			BC
1000006	7ddf754f-d193-4cc9-b351-99906754a03b	1000004			Pyrodictium abyssi	"Pley & Stetter, 1991"	Pyrodictium abyssi	Pyrodictium	abyssi		species		Int. J. Syst. Bacteriol. 41::580	accepted			BC
8863464	6cfd67d6-4f9b-400b-8549-1933ac27936f	1000333			Methanosarcina calensis	Blotevogel et al.	Methanosarcina calensis	Methanosarcina	calensis		species			accepted			BC
1000078	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum arsenaticum	"Huber et al., 2001"	Pyrobaculum arsenaticum	Pyrobaculum	arsenaticum		species		Int. J. Syst. Evol. Microbiol. 51::263	accepted			BC
7958886	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum calidifontis	"Amo et al., 2008"	Pyrobaculum calidifontis	Pyrobaculum	calidifontis		species		Int. J. Syst. Evol. Microbiol. 58::1057	accepted			BC
7598891	7ddf754f-d193-4cc9-b351-99906754a03b	8108381			Halobellus salinus	"Cui et al., 2012"	Halobellus salinus	Halobellus	salinus		species		Int. J. Syst. Evol. Microbiol. 62::1311	accepted			BC
1000257	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena thermotolerans	"Montalvo-Rodríguez et al., 2000"	Haloterrigena thermotolerans	Haloterrigena	thermotolerans		species		Int. J. Syst. Evol. Microbiol. 50::1070	accepted			BC
7418248	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena salina	"Gutíerrez et al., 2008"	Haloterrigena salina	Haloterrigena	salina		species		Int. J. Syst. Evol. Microbiol. 58::2882	accepted			BC
1000007	7ddf754f-d193-4cc9-b351-99906754a03b	1000004			Pyrodictium brockii	"Stetter et al., 1984"	Pyrodictium brockii	Pyrodictium	brockii		species		Int. J. Syst. Bacteriol. 34::270	accepted			BC
7400470	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina soligelidi	"Wagner et al., 2013"	Methanosarcina soligelidi	Methanosarcina	soligelidi		species		Int. J. Syst. Evol. Microbiol. 63::2990	accepted			BC
8290629	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina horonobensis	"Shimizu et al., 2011"	Methanosarcina horonobensis	Methanosarcina	horonobensis		species		Int. J. Syst. Evol. Microbiol. 61::2506	accepted			BC
8109148	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina subterranea	"Shimizu et al., 2015"	Methanosarcina subterranea	Methanosarcina	subterranea		species		Int. J. Syst. Evol. Microbiol. 65::1170	accepted			BC
1000077	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum islandicum	"Huber et al., 1988"	Pyrobaculum islandicum	Pyrobaculum	islandicum		species		Int. J. Syst. Bacteriol. 38::221	accepted			BC
7576509	52a423d2-0486-4e77-bcee-6350d708d6ff	4895372			Methanocella conradii	"Lü & Lu, 2012"	Methanocella conradii	Methanocella	conradii		species		Int. J. Syst. Evol. Microbiol. 62::1443	accepted			BC
7981850	7ddf754f-d193-4cc9-b351-99906754a03b	4895372			Methanocella paludicola	"Sakai et al., 2008"	Methanocella paludicola	Methanocella	paludicola		species		Int. J. Syst. Evol. Microbiol. 58::934	accepted			BC
8184736	7ddf754f-d193-4cc9-b351-99906754a03b	8108381			Halobellus clavatus	"Cui et al., 2011"	Halobellus clavatus	Halobellus	clavatus		species		Int. J. Syst. Evol. Microbiol. 61::2687	accepted			BC
8213879	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena daqingensis	"Wang et al., 2010"	Haloterrigena daqingensis	Haloterrigena	daqingensis		species		Int. J. Syst. Evol. Microbiol. 60::2270	accepted			BC
8792467	52a423d2-0486-4e77-bcee-6350d708d6ff	8368383			Halorientalis brevis	"Yuan et al., 2015"	Halorientalis brevis	Halorientalis	brevis		species		Int. J. Syst. Evol. Microbiol. 65::3764	accepted			BC
1000343	7ddf754f-d193-4cc9-b351-99906754a03b	1000333	1000335		Methanococcus frisius	"Blotevogel et al., 1986"	Methanococcus frisius	Methanococcus	frisius		species		Int. J. Syst. Bacteriol. 36::573	synonym			BC
1000336	7ddf754f-d193-4cc9-b351-99906754a03b	1000333	1000335		Methanococcus mazei	"Barker, 1936"	Methanococcus mazei	Methanococcus	mazei		species		Int. J. Syst. Bacteriol. 30::318	synonym			BC
9445018	52a423d2-0486-4e77-bcee-6350d708d6ff	1000074			Pyrobaculum igneiluti	"Lee et al., 2017"	Pyrobaculum igneiluti	Pyrobaculum	igneiluti		species		Int. J. Syst. Evol. Microbiol. 67::1718	accepted			BC
1000076	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum aerophilum	"Völkl et al., 1996"	Pyrobaculum aerophilum	Pyrobaculum	aerophilum		species		Int. J. Syst. Bacteriol. 46::836	accepted			BC
7521502	7ddf754f-d193-4cc9-b351-99906754a03b	4895372			Methanocella arvoryzae	"Sakai et al., 2010"	Methanocella arvoryzae	Methanocella	arvoryzae		species		Int. J. Syst. Evol. Microbiol. 60::2922	accepted			BC
7651697	7ddf754f-d193-4cc9-b351-99906754a03b	8368383			Halorientalis regularis	"Cui et al., 2011"	Halorientalis regularis	Halorientalis	regularis		species		Int. J. Syst. Evol. Microbiol. 61::2688	accepted			BC
8318916	52a423d2-0486-4e77-bcee-6350d708d6ff	8108381			Halobellus rufus	"Cha et al., 2014"	Halobellus rufus	Halobellus	rufus		species		Int. J. Syst. Evol. Microbiol. 64::2184	accepted			BC
1000256	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena longa	"Cui et al., 2006"	Haloterrigena longa	Haloterrigena	longa		species		Int. J. Syst. Evol. Microbiol. 56::1838	accepted			BC
9361934	1ec61203-14fa-4fbd-8ee5-a4a80257b45a	1000333			Methanosarcina mazei	Lai et al.	Methanosarcina mazei	Methanosarcina	mazei		species			doubtful		"Possible variant of Methanosarcina mazei (Barker, 1936) Mah & Kuhn, 1984"	BC
1000337	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina vacuolata	"Zhilina & Zavarzin, 1987"	Methanosarcina vacuolata	Methanosarcina	vacuolata		species		Int. J. Syst. Bacteriol. 37::281	accepted			BC
9208917	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina flavescens	"Kern et al., 2016"	Methanosarcina flavescens	Methanosarcina	flavescens		species		Int. J. Syst. Evol. Microbiol. 66::1537	accepted			BC
1000347	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina acetivorans	"Sowers et al., 1986"	Methanosarcina acetivorans	Methanosarcina	acetivorans		species		Int. J. Syst. Bacteriol. 36::573	accepted			BC
1000318	7ddf754f-d193-4cc9-b351-99906754a03b	1000317			Ferroglobus placidus	"Hafenbradl et al., 1997"	Ferroglobus placidus	Ferroglobus	placidus		species		Int. J. Syst. Bacteriol. 47::601	accepted			BC
1000261	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena saccharevitans	"Xu et al., 2005"	Haloterrigena saccharevitans	Haloterrigena	saccharevitans		species		Int. J. Syst. Evol. Microbiol. 55::2541	accepted			BC
7652889	52a423d2-0486-4e77-bcee-6350d708d6ff	8368383			Halorientalis persicus	"Amoozegar et al., 2014"	Halorientalis persicus	Halorientalis	persicus		species		Int. J. Syst. Evol. Microbiol. 64::943	accepted			BC
9388933	52a423d2-0486-4e77-bcee-6350d708d6ff	1000255			Haloterrigena mahii	"Ding et al., 2017"	Haloterrigena mahii	Haloterrigena	mahii		species		Int. J. Syst. Evol. Microbiol. 67::1337	accepted			BC
8013650	52a423d2-0486-4e77-bcee-6350d708d6ff	8108381			Halobellus litoreus	"Zhao et al., 2014"	Halobellus litoreus	Halobellus	litoreus		species		Int. J. Syst. Evol. Microbiol. 64::1455	accepted			BC
1000334	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina baltica	"von Klein et al., 2002"	Methanosarcina baltica	Methanosarcina	baltica		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			BC
1000063	7ddf754f-d193-4cc9-b351-99906754a03b	1000062			Stygiolobus azoricus	"Segerer et al., 1991"	Stygiolobus azoricus	Stygiolobus	azoricus		species		Int. J. Syst. Bacteriol. 41::497	accepted			BC
8240483	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena hispanica	"Romano et al., 2007"	Haloterrigena hispanica	Haloterrigena	hispanica		species		Int. J. Syst. Evol. Microbiol. 57::1502	accepted			BC
9399102	52a423d2-0486-4e77-bcee-6350d708d6ff	9481334			Halobium palmae	"Mori et al., 2016"	Halobium palmae	Halobium	palmae		species		Int. J. Syst. Evol. Microbiol. 66::3803	accepted			BC
1000340	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina barkeri	"Schnellen, 1947"	Methanosarcina barkeri	Methanosarcina	barkeri		species		Int. J. Syst. Bacteriol. 30::318	accepted			BC
1000345	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina thermophila	"Zinder et al., 1985"	Methanosarcina thermophila	Methanosarcina	thermophila		species		Int. J. Syst. Bacteriol. 35::522	accepted			BC
1000346	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina lacustris	"Simankova et al., 2002"	Methanosarcina lacustris	Methanosarcina	lacustris		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			BC
1000043	7ddf754f-d193-4cc9-b351-99906754a03b	1000042			Sulfurisphaera ohwakuensis	"Kurosawa et al., 1998"	Sulfurisphaera ohwakuensis	Sulfurisphaera	ohwakuensis		species		Int. J. Syst. Bacteriol. 48::455	accepted			BC
7862938	52a423d2-0486-4e77-bcee-6350d708d6ff	1000074			Pyrobaculum ferrireducens	"Slobodkina et al., 2015"	Pyrobaculum ferrireducens	Pyrobaculum	ferrireducens		species		Int. J. Syst. Evol. Microbiol. 65::855	accepted			BC
1000075	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum oguniense	"Sako et al., 2001"	Pyrobaculum oguniense	Pyrobaculum	oguniense		species		Int. J. Syst. Evol. Microbiol. 51::308	accepted			BC
7995548	52a423d2-0486-4e77-bcee-6350d708d6ff	8108381			Halobellus inordinatus	"Qiu et al., 2013"	Halobellus inordinatus	Halobellus	inordinatus		species		Int. J. Syst. Evol. Microbiol. 63::3979	accepted			BC
1000341	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina methanica	"Kluyver & van Niel, 1936 (Smit, 1930)"	Methanosarcina methanica	Methanosarcina	methanica		species		Int. J. Syst. Bacteriol. 30::318	accepted			BC
8221646	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina spelaei	"Ganzert et al., 2014"	Methanosarcina spelaei	Methanosarcina	spelaei		species		Int. J. Syst. Evol. Microbiol. 64::3483	accepted			BC
1000344	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina semesiae	"Lyimo et al., 2000"	Methanosarcina semesiae	Methanosarcina	semesiae		species		Int. J. Syst. Evol. Microbiol. 50::177	accepted			BC
9327683	52a423d2-0486-4e77-bcee-6350d708d6ff	1000004			Pyrodictium delaneyi	"Lin et al., 2016"	Pyrodictium delaneyi	Pyrodictium	delaneyi		species		Int. J. Syst. Evol. Microbiol. 66::3374	accepted			BC
1000005	7ddf754f-d193-4cc9-b351-99906754a03b	1000004			Pyrodictium occultum	"Stetter et al., 1984"	Pyrodictium occultum	Pyrodictium	occultum		species		Int. J. Syst. Bacteriol. 34::270	accepted			BC
8063345	2d59e5db-57ad-41ff-97d6-11f5fb264527	1000333			Methanosarcina siciliae	"Elberson & Sowers, 1997"	Methanosarcina siciliae	Methanosarcina	siciliae		species		"Elberson, M. A.; Sowers, K. R. (1997). Isolation of an aceticlastic strain of Methanosarcina siciliae from marine canyon sediments and emendation of the species description for Methanosarcina siciliae. <em>Int. J. Syst. Bacteriol.</em> 47: 1258-1261."	doubtful		"Possible variant of Methanosarcina siciliae (Stetter & König, 1989) Ni et al., 1994"	BC
1000084	7ddf754f-d193-4cc9-b351-99906754a03b	1000083			Ferroplasma acidiphilum	"Golyshina et al., 2000"	Ferroplasma acidiphilum	Ferroplasma	acidiphilum		species		Int. J. Syst. Evol. Microbiol. 50::1005	accepted			BC
1000079	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum organotrophum	"Huber et al., 1988"	Pyrobaculum organotrophum	Pyrobaculum	organotrophum		species		Int. J. Syst. Bacteriol. 38::221	accepted			BC
1000260	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena limicola	"Cui et al., 2006"	Haloterrigena limicola	Haloterrigena	limicola		species		Int. J. Syst. Evol. Microbiol. 56::1839	accepted			BC
7491134	52a423d2-0486-4e77-bcee-6350d708d6ff	8108381			Halobellus rarus	"Zhang et al., 2014"	Halobellus rarus	Halobellus	rarus		species		Int. J. Syst. Evol. Microbiol. 64::2	accepted			BC
9097738	52a423d2-0486-4e77-bcee-6350d708d6ff	8108381			Halobellus ramosii	"Pérez-Davó et al., 2015"	Halobellus ramosii	Halobellus	ramosii		species		Int. J. Syst. Evol. Microbiol. 65::3851	accepted			BC
8290757	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena jeotgali	"Roh et al., 2009"	Haloterrigena jeotgali	Haloterrigena	jeotgali		species		Int. J. Syst. Evol. Microbiol. 59::2362	accepted			BC
7901633	7ddf754f-d193-4cc9-b351-99906754a03b	8108381			Halobellus limi	"Cui et al., 2012"	Halobellus limi	Halobellus	limi		species		Int. J. Syst. Evol. Microbiol. 62::1311	accepted			BC
1000142	7ddf754f-d193-4cc9-b351-99906754a03b	1000140	1000143		Methanococcus deltae	"Corder et al., 1988"	Methanococcus deltae	Methanococcus	deltae		species		Int. J. Syst. Bacteriol. 38::221	synonym			BC
7946544	7ddf754f-d193-4cc9-b351-99906754a03b	8139024	7372537		Ferroplasma cupricumulans	"Hawkes et al., 2008"	Ferroplasma cupricumulans	Ferroplasma	cupricumulans		species		Int. J. Syst. Evol. Microbiol. 58::1	synonym			BC
1000049	7ddf754f-d193-4cc9-b351-99906754a03b	1000044	1000048		Desulfurolobus ambivalens	"Zillig & Böck, 1987"	Desulfurolobus ambivalens	Desulfurolobus	ambivalens		species		Int. J. Syst. Bacteriol. 37::179	synonym			BC
1000338	7ddf754f-d193-4cc9-b351-99906754a03b	1000333		8986205	Methanosarcina siciliae	"Ni et al., 1994 (Stetter & König, 1989)"	Methanosarcina siciliae	Methanosarcina	siciliae		species		Int. J. Syst. Bacteriol. 44::357	accepted			BC
